id,organization_id,customer_id,custom_customer,organization_user_id,bill_number,is_delivered,is_proforma,placed_at,created,modified
912d514e-bc8d-4fcb-a9ca-a100bf6a6403,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0d1f1ef2-d16b-47ce-875d-8951dbe191db,,67850cba-d479-4f5d-9b33-95cd09918574,1763348506,False,False,2025-11-17T03:01:46.769728+00:00,2025-11-17T03:01:46.767944+00:00,2025-11-17T03:01:46.767944+00:00
373a1b2a-5a24-4214-98c7-27faf822807c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,70f06e54-dda7-44cb-8149-cecc3ba70e98,,67850cba-d479-4f5d-9b33-95cd09918574,1763355833,False,False,2025-11-17T05:03:53.646758+00:00,2025-11-17T05:03:53.646535+00:00,2025-11-17T05:03:53.646535+00:00
64f13877-3628-48cc-834e-3d716b428859,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,e1414a78-ebd5-48aa-a1ab-e03e08a4993f,,1bea9230-9967-4c53-92cc-2239246a5161,1763396418,False,False,2025-11-17T16:20:18.408794+00:00,2025-11-17T16:20:18.406990+00:00,2025-11-17T16:20:18.406990+00:00
3f7cde7e-adcf-4bcb-9bf6-94f0669e48ac,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,70f06e54-dda7-44cb-8149-cecc3ba70e98,,67850cba-d479-4f5d-9b33-95cd09918574,BILL-1763364146009,False,False,2025-11-17T07:22:35.753360+00:00,2025-11-17T07:22:35.751824+00:00,2025-11-17T07:54:43.116436+00:00
56fb0346-c062-4f0a-982c-2dfe40f8e420,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,60e25ae1-32f2-479a-8d8e-a96c7c06144a,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763453191,False,False,2025-11-18T08:06:31.392200+00:00,2025-11-18T08:06:31.380107+00:00,2025-11-18T08:06:31.380107+00:00
6bd7ca06-1a92-4242-97af-a8b6accc944e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,27b676d8-6201-4dd2-9bf2-057703db4c23,,1bea9230-9967-4c53-92cc-2239246a5161,1763456323,False,False,2025-11-18T08:58:43.156822+00:00,2025-11-18T08:58:43.154784+00:00,2025-11-18T08:58:43.154784+00:00
1216ff98-e49e-4e33-afa9-18ed5cabff8e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5c6aaa9d-450d-4c60-b3c0-776048ee493c,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763457010,False,False,2025-11-18T09:10:10.295124+00:00,2025-11-18T09:10:10.294892+00:00,2025-11-18T09:10:10.294892+00:00
cd0c6467-6d72-4b22-a078-54198a1066cf,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,eca24495-7f78-41ed-8f2a-7d67eea06d6f,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763457832,False,False,2025-11-18T09:23:52.670671+00:00,2025-11-18T09:23:52.670172+00:00,2025-11-18T09:23:52.670172+00:00
ed54858b-3ad3-4b44-a0b9-aae8cfb78d56,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0e9d554a-b0fb-46d6-ad31-68659e0213ba,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763305853,False,False,2025-11-16T15:10:53.140782+00:00,2025-11-16T15:10:53.140510+00:00,2025-11-16T15:10:53.140510+00:00
036ca901-894f-445b-8221-552cd33b21bf,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,c6703d3d-9e1f-4013-9375-7123c4808346,,67850cba-d479-4f5d-9b33-95cd09918574,1763306559,False,False,2025-11-16T15:22:39.123042+00:00,2025-11-16T15:22:39.122774+00:00,2025-11-16T15:22:39.122774+00:00
17205d1c-e6fb-4285-9668-d4bc8e2b83fe,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0e9d554a-b0fb-46d6-ad31-68659e0213ba,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763306977,False,False,2025-11-16T15:29:37.026662+00:00,2025-11-16T15:29:37.026434+00:00,2025-11-16T15:29:37.026434+00:00
981221ef-9e3a-4dcf-8737-4c2aa01c9305,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0e9d554a-b0fb-46d6-ad31-68659e0213ba,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763307291,False,False,2025-11-16T15:34:51.865575+00:00,2025-11-16T15:34:51.865292+00:00,2025-11-16T15:34:51.865292+00:00
e3d1b05f-6588-49da-abe2-e6b25f7c6490,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,ab53812d-a5b3-4f9b-9c6d-8b839aee74af,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763309209,False,False,2025-11-16T16:06:49.938614+00:00,2025-11-16T16:06:49.937038+00:00,2025-11-16T16:06:49.937038+00:00
6d36805c-fb73-408c-b80a-8c098545821f,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,50ab1c80-7e56-4daa-96c1-614e64f49ad2,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763309605,False,False,2025-11-16T16:13:25.563753+00:00,2025-11-16T16:13:25.563520+00:00,2025-11-16T16:13:25.563520+00:00
a80b34b2-1ef6-44a4-bbd8-46b891bd3cca,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0e9d554a-b0fb-46d6-ad31-68659e0213ba,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763315112,False,False,2025-11-16T17:45:12.520225+00:00,2025-11-16T17:45:12.518626+00:00,2025-11-16T17:45:12.518626+00:00
4bd007e1-89a5-4495-841f-14565bc9347a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,d18c75dc-cb4d-4e87-b58b-e76b51962044,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763463873,False,False,2025-11-18T11:04:33.369081+00:00,2025-11-18T11:04:33.368853+00:00,2025-11-18T11:04:33.368853+00:00
a240e6f6-e04c-4178-81c2-e03eb94c556e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,d7b910fd-42bc-400d-a2e2-23f307889800,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763464620,False,False,2025-11-18T11:17:00.927648+00:00,2025-11-18T11:17:00.927409+00:00,2025-11-18T11:17:00.927409+00:00
1f6e501f-aa7b-4c96-adae-3599d566f32b,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4d8f2b7f-bebb-48da-b2ea-08282d424b5b,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763465283,False,False,2025-11-18T11:28:03.600881+00:00,2025-11-18T11:28:03.600652+00:00,2025-11-18T11:28:03.600652+00:00
d11ce3b2-2121-4845-9a66-accffc0a02c1,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,7be3e8ce-1b20-4419-b608-2878b834a14f,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763465632,False,False,2025-11-18T11:33:52.896807+00:00,2025-11-18T11:33:52.896580+00:00,2025-11-18T11:33:52.896580+00:00
87f51698-c846-4784-932a-ba58e29d0a98,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,e1414a78-ebd5-48aa-a1ab-e03e08a4993f,,aa04c82b-c42f-4f6e-a1fa-3f923e788487,1763320079,False,False,2025-11-16T19:07:59.751809+00:00,2025-11-16T19:07:59.751482+00:00,2025-11-16T19:07:59.751482+00:00
1aa53e96-0dcc-415c-972e-b93aa92a1a03,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5b23f9cd-f6b1-43fe-8774-cc4ff0f9dcbd,,67850cba-d479-4f5d-9b33-95cd09918574,BILL-1763318317195,False,False,2025-11-16T18:38:54.724013+00:00,2025-11-16T18:38:54.722339+00:00,2025-11-16T19:16:18.041728+00:00
56e357ce-578b-40bf-b360-08560a60a745,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0d1f1ef2-d16b-47ce-875d-8951dbe191db,,67850cba-d479-4f5d-9b33-95cd09918574,1763323877,False,False,2025-11-16T20:11:17.868866+00:00,2025-11-16T20:11:17.868575+00:00,2025-11-16T20:11:17.868575+00:00
fef6c481-3f26-46ef-b3db-934a92ea7f24,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0d1f1ef2-d16b-47ce-875d-8951dbe191db,,67850cba-d479-4f5d-9b33-95cd09918574,1763344829,False,False,2025-11-17T02:00:29.181722+00:00,2025-11-17T02:00:29.180128+00:00,2025-11-17T02:00:29.180128+00:00
39f07169-7a12-4a1e-a156-6b5d944b4b39,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0d1f1ef2-d16b-47ce-875d-8951dbe191db,,67850cba-d479-4f5d-9b33-95cd09918574,1763348688,False,False,2025-11-17T03:04:48.754620+00:00,2025-11-17T03:04:48.754380+00:00,2025-11-17T03:04:48.754380+00:00
64563abd-6dc0-49ed-b824-1dcf44fa5d47,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4d3b4942-e61a-404d-9b5a-92f4a317348c,,67850cba-d479-4f5d-9b33-95cd09918574,1763355913,False,False,2025-11-17T05:05:13.808805+00:00,2025-11-17T05:05:13.808579+00:00,2025-11-17T05:05:13.808579+00:00
21b92f1a-589d-477d-a342-5825da7f4698,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,70f06e54-dda7-44cb-8149-cecc3ba70e98,,67850cba-d479-4f5d-9b33-95cd09918574,1763370549,False,False,2025-11-17T09:09:09.149816+00:00,2025-11-17T09:09:09.148085+00:00,2025-11-17T09:09:09.148085+00:00
7910a06c-30d4-4243-9fa3-6ba0daf18ee9,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,e1414a78-ebd5-48aa-a1ab-e03e08a4993f,,1bea9230-9967-4c53-92cc-2239246a5161,1763396501,False,False,2025-11-17T16:21:41.012131+00:00,2025-11-17T16:21:41.011896+00:00,2025-11-17T16:21:41.011896+00:00
db855648-a862-4617-a6fa-347053b972f9,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0d1f1ef2-d16b-47ce-875d-8951dbe191db,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763454749,False,False,2025-11-18T08:32:29.352412+00:00,2025-11-18T08:32:29.352177+00:00,2025-11-18T08:32:29.352177+00:00
44e41658-fb06-48b2-ab9e-9e33e30c5f24,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5c6aaa9d-450d-4c60-b3c0-776048ee493c,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763456625,False,False,2025-11-18T09:03:45.856794+00:00,2025-11-18T09:03:45.854947+00:00,2025-11-18T09:03:45.854947+00:00
45c9e8b2-a23f-463c-9e19-69ebf4f78d05,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5c6aaa9d-450d-4c60-b3c0-776048ee493c,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763457068,False,False,2025-11-18T09:11:08.769532+00:00,2025-11-18T09:11:08.769280+00:00,2025-11-18T09:11:08.769280+00:00
5efeada6-2973-4478-99d6-d7b4358a043e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,27b676d8-6201-4dd2-9bf2-057703db4c23,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763458031,False,False,2025-11-18T09:27:11.105523+00:00,2025-11-18T09:27:11.105301+00:00,2025-11-18T09:27:11.105301+00:00
f432ebd6-5395-4822-9d25-f8a25c40f4f2,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0e9d554a-b0fb-46d6-ad31-68659e0213ba,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763458586,False,False,2025-11-18T09:36:26.074924+00:00,2025-11-18T09:36:26.074694+00:00,2025-11-18T09:36:26.074694+00:00
757afa7a-7d8d-4436-beda-067661eb6749,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763208565,False,False,2025-11-15T12:09:25.333150+00:00,2025-11-15T12:09:25.332927+00:00,2025-11-15T12:09:25.332927+00:00
e9de08f7-797b-4e84-b095-24a0e690a8d7,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0e9d554a-b0fb-46d6-ad31-68659e0213ba,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763458778,False,False,2025-11-18T09:39:38.964186+00:00,2025-11-18T09:39:38.963958+00:00,2025-11-18T09:39:38.963958+00:00
a1a2def7-cf48-4f33-9526-9c1506ab7e67,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,50ab1c80-7e56-4daa-96c1-614e64f49ad2,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763461528,False,False,2025-11-18T10:25:28.188249+00:00,2025-11-18T10:25:28.187999+00:00,2025-11-18T10:25:28.187999+00:00
c2955ddb-9d38-42e6-8cc5-249c2fbb9676,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0051d164-8add-4a31-b3b1-d5ff6483bec9,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763462694,False,False,2025-11-18T10:44:54.077504+00:00,2025-11-18T10:44:54.077283+00:00,2025-11-18T10:44:54.077283+00:00
73e3a2c1-c4dd-47a8-803b-695fccdf2487,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,6e736b08-db31-4322-9a63-92f2bea21131,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763466539,False,False,2025-11-18T11:48:59.058998+00:00,2025-11-18T11:48:59.058767+00:00,2025-11-18T11:48:59.058767+00:00
e87ab6d4-de3b-4e03-9791-a85a6e249cbc,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,d7b910fd-42bc-400d-a2e2-23f307889800,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763467173,False,False,2025-11-18T11:59:33.930038+00:00,2025-11-18T11:59:33.929588+00:00,2025-11-18T11:59:33.929588+00:00
f808d544-61c1-4790-a543-96d43cf25899,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,b2efacdf-975c-4dc9-961e-8a5eb23da3b8,,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,1763467813,False,False,2025-11-18T12:10:13.888678+00:00,2025-11-18T12:10:13.888389+00:00,2025-11-18T12:10:13.888389+00:00
e7f6fdaf-d821-4a1a-aed2-2cc5c81030ca,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,6e736b08-db31-4322-9a63-92f2bea21131,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763468856,False,False,2025-11-18T12:27:36.426012+00:00,2025-11-18T12:27:36.425766+00:00,2025-11-18T12:27:36.425766+00:00
4c6aa833-fc99-4ca4-adbb-b7309b95af90,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,eec3ee8b-9368-4299-96cf-e40b3ea82755,,1fb3a152-563a-458b-a755-93b4a7b76069,1763470619,False,False,2025-11-18T12:56:59.554840+00:00,2025-11-18T12:56:59.554591+00:00,2025-11-18T12:56:59.554591+00:00
eb3b931a-b0a7-4a07-bc49-cd3472744d62,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763209276,False,False,2025-11-15T12:21:16.484977+00:00,2025-11-15T12:21:16.484748+00:00,2025-11-15T12:21:16.484748+00:00
75e6f12e-945e-4952-bfbe-f120ad601c48,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763209796,False,False,2025-11-15T12:29:56.872716+00:00,2025-11-15T12:29:56.872491+00:00,2025-11-15T12:29:56.872491+00:00
030a4c5f-f48b-41d4-9600-2453ad1f1068,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763209857,False,False,2025-11-15T12:30:57.411389+00:00,2025-11-15T12:30:57.411182+00:00,2025-11-15T12:30:57.411182+00:00
91f94c58-90c9-495d-b43a-2a2d2b595425,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,14f00934-4ff3-445c-9186-18b94c71e0bf,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763210314,False,False,2025-11-15T12:38:34.648783+00:00,2025-11-15T12:38:34.648570+00:00,2025-11-15T12:38:34.648570+00:00
01de919f-0c59-49e6-a7c0-cf78c98d09cf,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,6e736b08-db31-4322-9a63-92f2bea21131,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763472211,False,False,2025-11-18T13:23:31.761088+00:00,2025-11-18T13:23:31.759330+00:00,2025-11-18T13:23:31.759330+00:00
90a5b089-337d-4a1e-a092-2163a43d5219,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,14f00934-4ff3-445c-9186-18b94c71e0bf,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763210575,False,False,2025-11-15T12:42:55.452967+00:00,2025-11-15T12:42:55.452751+00:00,2025-11-15T12:42:55.452751+00:00
e7604c28-2739-4dd3-9bdf-b1493738bf02,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763212440,False,False,2025-11-15T13:14:00.385255+00:00,2025-11-15T13:14:00.385026+00:00,2025-11-15T13:14:00.385026+00:00
3d612e62-9e09-4947-b7c1-cf970755cdee,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763213524,False,False,2025-11-15T13:32:04.672668+00:00,2025-11-15T13:32:04.672436+00:00,2025-11-15T13:32:04.672436+00:00
8fe97ad0-776d-4640-8151-ea0dc09161c3,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763202285,False,False,2025-11-15T10:24:45.872826+00:00,2025-11-15T10:24:45.870785+00:00,2025-11-15T10:24:45.870785+00:00
478ed14a-3156-4fd8-91c8-1bfe98c8f117,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763203626,False,False,2025-11-15T10:47:06.813620+00:00,2025-11-15T10:47:06.813401+00:00,2025-11-15T10:47:06.813401+00:00
acafb642-889b-4976-9cce-c2a5c39ef851,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763204101,False,False,2025-11-15T10:55:01.179849+00:00,2025-11-15T10:55:01.179624+00:00,2025-11-15T10:55:01.179624+00:00
15a5c1d0-5791-4077-abed-62a7e9f6cdcc,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763204804,False,False,2025-11-15T11:06:44.828616+00:00,2025-11-15T11:06:44.827057+00:00,2025-11-15T11:06:44.827057+00:00
d80df043-9a1b-4719-866a-33fd3b397d35,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,c670d322-5513-43cd-9834-8460f3b71e50,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763205535,False,False,2025-11-15T11:18:55.175060+00:00,2025-11-15T11:18:55.174823+00:00,2025-11-15T11:18:55.174823+00:00
6db03ef5-ffe9-463d-8edd-2a42ed0f5310,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763205895,False,False,2025-11-15T11:24:55.333748+00:00,2025-11-15T11:24:55.333531+00:00,2025-11-15T11:24:55.333531+00:00
898812e6-7612-4fa9-894c-4d391c3c9ec4,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,c670d322-5513-43cd-9834-8460f3b71e50,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763205985,False,False,2025-11-15T11:26:25.975380+00:00,2025-11-15T11:26:25.975164+00:00,2025-11-15T11:26:25.975164+00:00
41f1a803-090e-41e3-bc6e-b09c305b492b,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763206805,False,False,2025-11-15T11:40:05.629237+00:00,2025-11-15T11:40:05.628807+00:00,2025-11-15T11:40:05.628807+00:00
bda13b36-df72-47fe-9aa9-4fb0ff74b4ee,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,ac23dd09-dc75-4114-8559-b626cde2a5dc,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763215885,False,False,2025-11-15T14:11:25.454575+00:00,2025-11-15T14:11:25.454265+00:00,2025-11-15T14:11:25.454265+00:00
ea7b9921-5948-4a66-bce7-340692ce3f44,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763216752,False,False,2025-11-15T14:25:52.759807+00:00,2025-11-15T14:25:52.759595+00:00,2025-11-15T14:25:52.759595+00:00
8a2ef2e3-6630-4694-8ee7-d49b042d10f2,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,73da1928-a454-42c3-9e25-891f51cc3def,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763216933,False,False,2025-11-15T14:28:53.338779+00:00,2025-11-15T14:28:53.338572+00:00,2025-11-15T14:28:53.338572+00:00
4b718713-1c26-4bc2-8a4c-be1885308f6c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763217010,False,False,2025-11-15T14:30:10.954015+00:00,2025-11-15T14:30:10.953798+00:00,2025-11-15T14:30:10.953798+00:00
e6e138c9-ce3d-4598-883c-4ad482fc1a9e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763217725,False,False,2025-11-15T14:42:05.888448+00:00,2025-11-15T14:42:05.888221+00:00,2025-11-15T14:42:05.888221+00:00
5f516768-7631-47b2-8050-0142f64cbbc8,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,d86f2a4a-bded-4e12-ba70-44817e9ea8ee,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763218276,False,False,2025-11-15T14:51:16.269159+00:00,2025-11-15T14:51:16.268941+00:00,2025-11-15T14:51:16.268941+00:00
7f51dbda-44c2-4a11-8168-c9966d3a7833,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763218685,False,False,2025-11-15T14:58:05.274073+00:00,2025-11-15T14:58:05.273858+00:00,2025-11-15T14:58:05.273858+00:00
9e37f01b-c926-4cfe-8684-e5d693459b44,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,f5e1eef4-8653-4672-95b1-818e4df5603f,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763218780,False,False,2025-11-15T14:59:40.123962+00:00,2025-11-15T14:59:40.123740+00:00,2025-11-15T14:59:40.123740+00:00
36fb3d1b-c723-4506-9549-d2f686e2fbb5,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5f17d597-7cb3-444b-b1e5-cf3bb6cadacb,,6f2d0771-90ed-4af5-87d8-e7963beb1418,1763219268,False,False,2025-11-15T15:07:48.980412+00:00,2025-11-15T15:07:48.980185+00:00,2025-11-15T15:07:48.980185+00:00
