id,organization_id,facturation_id,batch_id,quantity,unit_price,organization_user_id,is_delivered,created,modified
6d28ceb2-11da-42d0-8173-1c32f4700a66,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4cafb0e2-6bfa-41f8-9adb-0485cd662011,5e5673e5-77d4-43a3-b057-a1d98fbcbaf7,6,5000.000000,67850cba-d479-4f5d-9b33-95cd09918574,False,2025-11-17T04:45:05.291306+00:00,2025-11-17T04:45:05.291306+00:00
708abe98-184f-479e-b9af-3c394f3690e5,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,21b92f1a-589d-477d-a342-5825da7f4698,18a158e3-f9e2-4433-91c8-eea009faac2c,10,8000.000000,67850cba-d479-4f5d-9b33-95cd09918574,False,2025-11-17T09:09:09.151391+00:00,2025-11-17T09:09:09.151391+00:00
4f18492d-1bf3-49a5-9ece-9c00b746c0d8,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,d3b33b56-4363-4d9e-88f0-af92c6596fa4,1,2000.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.772002+00:00,2025-11-18T08:52:55.772002+00:00
43488ae0-1492-47db-b69d-103e08807550,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,5e5673e5-77d4-43a3-b057-a1d98fbcbaf7,1,5000.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.773437+00:00,2025-11-18T08:52:55.773437+00:00
fea0486b-d9aa-4c6b-a7b0-f63387ebd6e5,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,014a5f3a-0293-49e8-a51e-4c992a401b0c,1,8.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.774384+00:00,2025-11-18T08:52:55.774384+00:00
4c53b55f-bc63-4336-8a8f-4124db5c9683,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,a0d4d4e0-1df4-45ff-aa19-73c2c5a9ab12,1,7.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.775268+00:00,2025-11-18T08:52:55.775268+00:00
8562ee35-b428-4f7c-b46f-6e6fcc1d5ed2,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,18a158e3-f9e2-4433-91c8-eea009faac2c,1,8000.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.776178+00:00,2025-11-18T08:52:55.776178+00:00
a98bf31f-1a86-4ff1-9d5f-1824659b1a71,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,7c0b08d2-f689-49f8-b2ec-a17ed2ae7ba2,1,4500.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.777031+00:00,2025-11-18T08:52:55.777031+00:00
80cd58f6-883a-4c18-886d-f8e8aa874847,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,d1f22916-23b9-4c6f-8cd9-ffd24b0c7adc,1,3500.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.777878+00:00,2025-11-18T08:52:55.777878+00:00
b37f38f9-6b26-489e-a852-526c1c9f284a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,53e10244-27e2-4917-9eaa-9cdd69cb9511,1,1500.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.778723+00:00,2025-11-18T08:52:55.778723+00:00
c83edefd-d626-4454-9691-b4d0bfd77acb,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,d08d8aa3-2214-440d-b2a5-7219fdbc1db3,1,7500.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.779553+00:00,2025-11-18T08:52:55.779553+00:00
9b7c5957-e181-4c75-bbb7-52e9cebfe6b1,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,7684c59d-10ef-46e6-9ae8-e49a27ae875d,1,6.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.780380+00:00,2025-11-18T08:52:55.780380+00:00
c295084d-d404-4e94-a52d-218c9edf4ae2,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,39ec1a45-137f-49c2-ae1e-a17aae7aa976,1,18000.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.781211+00:00,2025-11-18T08:52:55.781211+00:00
bbad136a-db26-4dbb-833a-0a981027137a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,65a72fb4-0036-402c-adc7-aae7cea4050f,45d33851-24ee-4fb2-963e-ad5fbfcd3388,1,15000.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T08:52:55.782054+00:00,2025-11-18T08:52:55.782054+00:00
6a1cbcee-43e4-40fc-b631-59a58b5142eb,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4aca79ad-0b47-46b2-adac-65fbaa7f1717,5a6ad7d8-5180-4cc8-a062-f005e7d8da68,50,300.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T09:09:45.031893+00:00,2025-11-18T09:09:45.031893+00:00
bc1818e1-3a66-4425-9a0c-98df127c5ed9,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4aca79ad-0b47-46b2-adac-65fbaa7f1717,7ec7cbdf-b3fa-4412-9788-fce37813cf61,2,3500.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T09:09:45.039841+00:00,2025-11-18T09:09:45.039841+00:00
5a8642f5-d77a-472b-9dc2-66e0df110a97,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4aca79ad-0b47-46b2-adac-65fbaa7f1717,ae17eccb-074b-4954-886c-d6d0ca696657,2,12500.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T09:09:45.041180+00:00,2025-11-18T09:09:45.041180+00:00
a0107107-721e-4374-b6e8-04db3cb7bd1a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4aca79ad-0b47-46b2-adac-65fbaa7f1717,d1f22916-23b9-4c6f-8cd9-ffd24b0c7adc,1,350.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T09:09:45.042462+00:00,2025-11-18T09:09:45.042462+00:00
7c271ea5-cd54-42df-93af-bb2a70d6f42f,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4aca79ad-0b47-46b2-adac-65fbaa7f1717,8e9b0065-c65c-4430-a30c-5598f0b41a59,2,7500.000000,1bea9230-9967-4c53-92cc-2239246a5161,False,2025-11-18T09:09:45.043620+00:00,2025-11-18T09:09:45.043620+00:00
d1a2338b-a1f4-426c-b961-bbe9ab848bb5,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,ad942d7c-0279-4a1b-b8f8-927374564b47,0407853a-fcc1-43a3-b842-02fd5facc2f1,25,420.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-18T09:12:59.351781+00:00,2025-11-18T09:12:59.351781+00:00
71410935-e998-42ce-ab0f-2945f6ee10a4,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,ad942d7c-0279-4a1b-b8f8-927374564b47,d9cd2ada-9292-4e0f-9e4a-be451c5b4d61,10,450.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-18T09:12:59.353447+00:00,2025-11-18T09:12:59.353447+00:00
4f235761-f1a2-4dca-b222-70a009e34690,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5efeada6-2973-4478-99d6-d7b4358a043e,d3b33b56-4363-4d9e-88f0-af92c6596fa4,1,2000.000000,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,False,2025-11-18T09:27:11.107728+00:00,2025-11-18T09:27:11.107728+00:00
bf7a72bf-6c78-4f30-ab00-8a9d15fcd9cd,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5efeada6-2973-4478-99d6-d7b4358a043e,5e5673e5-77d4-43a3-b057-a1d98fbcbaf7,1,5000.000000,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,False,2025-11-18T09:27:11.109227+00:00,2025-11-18T09:27:11.109227+00:00
9afa801f-87bd-4a7c-8cbd-cf487276269a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5efeada6-2973-4478-99d6-d7b4358a043e,014a5f3a-0293-49e8-a51e-4c992a401b0c,1,8.000000,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,False,2025-11-18T09:27:11.110365+00:00,2025-11-18T09:27:11.110365+00:00
eac7836b-f6d1-435f-a177-1741da95f464,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5efeada6-2973-4478-99d6-d7b4358a043e,a0d4d4e0-1df4-45ff-aa19-73c2c5a9ab12,1,7.000000,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,False,2025-11-18T09:27:11.111456+00:00,2025-11-18T09:27:11.111456+00:00
fb30b07b-58ea-43ce-a79a-4113dd1017b9,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,f432ebd6-5395-4822-9d25-f8a25c40f4f2,02a3aadc-23f8-402f-a8a2-81397508fb8b,3,5000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-18T09:36:26.076973+00:00,2025-11-18T09:36:26.076973+00:00
44555534-e151-4380-b079-3cb94ac4411d,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,f432ebd6-5395-4822-9d25-f8a25c40f4f2,d914218e-41a2-4285-8962-0b1de494484d,2,3250.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-18T09:36:26.078389+00:00,2025-11-18T09:36:26.078389+00:00
6ddfbd10-9cc6-4d74-8887-de8dfbf09716,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,f432ebd6-5395-4822-9d25-f8a25c40f4f2,5b8d4b97-f692-482f-b879-1290e7f2370a,1,14000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-18T09:36:26.079328+00:00,2025-11-18T09:36:26.079328+00:00
c49f0995-3c3b-4e43-acba-8bf6e369430a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,e9de08f7-797b-4e84-b095-24a0e690a8d7,5b8d4b97-f692-482f-b879-1290e7f2370a,1,14000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-18T09:39:38.966358+00:00,2025-11-18T09:39:38.966358+00:00
32d1bd93-df96-4309-a254-d758f06563ac,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,a1a2def7-cf48-4f33-9526-9c1506ab7e67,04a31125-2820-4171-a1b5-ba49fc209cc0,1,500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-18T10:25:28.193051+00:00,2025-11-18T10:25:28.193051+00:00
f4c295f2-f05b-4867-86e3-56781047d36e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,63ca0d1c-fa5c-4b95-97fd-586c46ade4b9,ebfafab1-c17b-46ef-a65d-2c83799b9cf1,2,2400.000000,1fb3a152-563a-458b-a755-93b4a7b76069,False,2025-11-18T10:38:07.121172+00:00,2025-11-18T10:38:07.121172+00:00
7e7b6aea-d38f-4d9a-befe-5d292e799410,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,63ca0d1c-fa5c-4b95-97fd-586c46ade4b9,7e720c97-ff3e-42eb-9dd5-d09f7bcc3e8c,1,13000.000000,1fb3a152-563a-458b-a755-93b4a7b76069,False,2025-11-18T10:38:07.122945+00:00,2025-11-18T10:38:07.122945+00:00
2a2b1d38-fb89-4a81-8850-4ce0781a84aa,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,c2955ddb-9d38-42e6-8cc5-249c2fbb9676,cacf3ba6-afa4-40f8-91f3-f12f040445f7,1,36000.000000,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,False,2025-11-18T10:44:54.090372+00:00,2025-11-18T10:44:54.090372+00:00
9d112504-67df-41ce-9084-132c52c49884,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,c2955ddb-9d38-42e6-8cc5-249c2fbb9676,ebfafab1-c17b-46ef-a65d-2c83799b9cf1,1,24000.000000,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,False,2025-11-18T10:44:54.091575+00:00,2025-11-18T10:44:54.091575+00:00
2bdb5811-d2fb-4bdd-83e0-1c5ba28246b3,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5e44a66d-9946-473f-9127-9aba5609c762,d3b33b56-4363-4d9e-88f0-af92c6596fa4,1,2000.000000,1fb3a152-563a-458b-a755-93b4a7b76069,False,2025-11-18T10:47:30.460359+00:00,2025-11-18T10:47:30.460359+00:00
b125220c-7b20-4b47-b522-56ae0d73b43a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,5e44a66d-9946-473f-9127-9aba5609c762,5e5673e5-77d4-43a3-b057-a1d98fbcbaf7,1,5000.000000,1fb3a152-563a-458b-a755-93b4a7b76069,False,2025-11-18T10:47:30.461777+00:00,2025-11-18T10:47:30.461777+00:00
a58e328e-d68e-49e9-9658-f2a878a24d30,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,7451d00c-f876-4c70-893a-77d81368788d,014a5f3a-0293-49e8-a51e-4c992a401b0c,1,8.000000,1fb3a152-563a-458b-a755-93b4a7b76069,False,2025-11-18T10:49:10.173582+00:00,2025-11-18T10:49:10.173582+00:00
b1dad840-f0e7-4f9a-8880-e282500d842f,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,7451d00c-f876-4c70-893a-77d81368788d,f2a8310d-0f2c-4da7-9e44-5bc7a01cdcea,1,10.000000,1fb3a152-563a-458b-a755-93b4a7b76069,False,2025-11-18T10:49:10.174934+00:00,2025-11-18T10:49:10.174934+00:00
c18a023b-8730-428c-a634-099ae9c24753,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,4bd007e1-89a5-4495-841f-14565bc9347a,43a6cf1a-5319-413f-8845-c9a8605e953f,1,26000.000000,ec66e3a7-89bb-4e1a-acc4-b6493df874f4,False,2025-11-18T11:04:33.371254+00:00,2025-11-18T11:04:33.371254+00:00
a705330a-7dac-4b7d-b760-2fe6ad9e6e82,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,8fe97ad0-776d-4640-8151-ea0dc09161c3,f774fd4c-0f7b-4977-bab1-dedc969cc06f,1,4500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T10:24:45.874158+00:00,2025-11-15T10:24:45.874158+00:00
08d0e4d5-5e60-489a-b261-198af097209c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,8fe97ad0-776d-4640-8151-ea0dc09161c3,2ed6f65b-e381-4d72-b08d-91c24e963ae5,1,3000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T10:24:45.876999+00:00,2025-11-15T10:24:45.876999+00:00
e3a2a65f-e529-4e49-a19b-2fadbd45dd5d,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,478ed14a-3156-4fd8-91c8-1bfe98c8f117,00022ce5-f4bf-416f-9308-a71cf1e28810,1,21000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T10:47:06.814909+00:00,2025-11-15T10:47:06.814909+00:00
29295b9f-6555-4028-8507-9f3864221bed,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,478ed14a-3156-4fd8-91c8-1bfe98c8f117,849294be-e102-4ba8-b26c-1da20940fad2,1,14000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T10:47:06.815970+00:00,2025-11-15T10:47:06.815970+00:00
8e1231c7-98a1-4996-8aa0-aa9d2b5826a4,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,478ed14a-3156-4fd8-91c8-1bfe98c8f117,a2f9d416-3e74-4539-af22-75a587a9145f,4,2000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T10:47:06.816542+00:00,2025-11-15T10:47:06.816542+00:00
740f2489-bbb0-4579-9786-f9fe266c42e1,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,acafb642-889b-4976-9cce-c2a5c39ef851,6cc17c15-d77c-46a8-863f-f2681418f671,10,400.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T10:55:01.181130+00:00,2025-11-15T10:55:01.181130+00:00
03d75d1d-4525-489a-9f07-1ce9a11db293,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,acafb642-889b-4976-9cce-c2a5c39ef851,8e9b0065-c65c-4430-a30c-5598f0b41a59,1,9000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T10:55:01.182475+00:00,2025-11-15T10:55:01.182475+00:00
84b9bf89-f304-4658-a9c7-3d256d501126,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,15a5c1d0-5791-4077-abed-62a7e9f6cdcc,9408dfb3-df48-4ffa-bc19-55b949bfaf8e,1,1500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:06:44.829879+00:00,2025-11-15T11:06:44.829879+00:00
b2be03e1-a8a1-4601-99f4-e1914992721e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,d80df043-9a1b-4719-866a-33fd3b397d35,221f27aa-0caa-458b-931d-d56977440396,10,3000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:18:55.176312+00:00,2025-11-15T11:18:55.176312+00:00
7ef71b49-46f2-4b58-8bca-8788ecb00320,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,d80df043-9a1b-4719-866a-33fd3b397d35,92e5a967-f37b-42e3-a2ca-fa5cf74ca9d4,6,2600.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:18:55.177366+00:00,2025-11-15T11:18:55.177366+00:00
cc47d18b-c854-4154-af66-58e6b925c4e8,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,c097cbf7-d8b0-4a20-9a61-c56338ad63ad,843a257b-969b-4a7b-8a37-823e19be6f46,1,11000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-16T15:08:29.271238+00:00,2025-11-16T15:08:29.271238+00:00
ceb3a1e8-78e5-40bd-abc4-061499befe97,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,eb4ff49f-e0ad-4a7b-8bd3-3d8e5a697716,b534a4b1-782c-4f9a-9843-1a48aca47cab,1,13500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-16T15:17:16.673521+00:00,2025-11-16T15:17:16.673521+00:00
92431aec-2414-44c2-b709-8433d7dd9138,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,8437e7cb-5ae7-4545-bfae-5ea1c62f1122,cacf3ba6-afa4-40f8-91f3-f12f040445f7,1,3500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-16T15:28:16.272905+00:00,2025-11-16T15:28:16.272905+00:00
422e68a3-2f52-46e1-acd5-5db5d49ee8af,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,6db03ef5-ffe9-463d-8edd-2a42ed0f5310,7ec7cbdf-b3fa-4412-9788-fce37813cf61,1,4000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:24:55.334964+00:00,2025-11-15T11:24:55.334964+00:00
53e70873-cbd6-40e6-a93f-fb7226e3b630,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,6db03ef5-ffe9-463d-8edd-2a42ed0f5310,9f1c2c15-b007-4a82-a95d-d74cbd1365ae,2,4500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:24:55.335977+00:00,2025-11-15T11:24:55.335977+00:00
80825d45-3c7c-491a-b23d-e771ee5a6164,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,898812e6-7612-4fa9-894c-4d391c3c9ec4,90034cb8-3e80-44dc-a3da-fa80d9b070cd,4,3200.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:26:25.976691+00:00,2025-11-15T11:26:25.976691+00:00
53da0b11-5f9b-419f-b739-f27f514609b7,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,41f1a803-090e-41e3-bc6e-b09c305b492b,a2f9d416-3e74-4539-af22-75a587a9145f,6,2000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:40:05.630625+00:00,2025-11-15T11:40:05.630625+00:00
7d6b85ad-7e7a-4299-a344-a06c37611c0e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,41f1a803-090e-41e3-bc6e-b09c305b492b,dc07fbde-2d29-437d-ad2a-0b4db3076129,10,1000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:40:05.631684+00:00,2025-11-15T11:40:05.631684+00:00
b783945d-10ea-4794-ab62-fae62b96d04f,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,41f1a803-090e-41e3-bc6e-b09c305b492b,6cc17c15-d77c-46a8-863f-f2681418f671,50,350.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:40:05.632250+00:00,2025-11-15T11:40:05.632250+00:00
6e65856c-9820-4894-909a-2bc40b3c5deb,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,981221ef-9e3a-4dcf-8737-4c2aa01c9305,5115d145-91bf-433c-b33d-d460a4056afc,2,250.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-16T15:34:51.868465+00:00,2025-11-16T15:34:51.868465+00:00
6224ffc1-aafe-4eeb-8958-fd2f3ecac77b,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,eff507de-4d6b-45e7-a7d9-7cd169077ae6,0c1fee3d-f731-41f6-9e09-c2eac6ae93d6,1,7500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-16T16:08:58.498378+00:00,2025-11-16T16:08:58.498378+00:00
3d59726f-6e62-4468-b5ef-ef935d44215b,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,8d2b40ef-136b-4898-bfb6-f73b44fc2099,c0b9adc5-336a-4e68-837c-b029b2f27b0b,75,420.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-16T16:20:15.482230+00:00,2025-11-16T16:20:15.482230+00:00
196f14fb-e410-4bee-b4f5-73ace2564c62,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,41f1a803-090e-41e3-bc6e-b09c305b492b,5b8d4b97-f692-482f-b879-1290e7f2370a,2,15000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:40:05.632743+00:00,2025-11-15T11:40:05.632743+00:00
4665773c-554a-43b6-853f-39aaa6d35000,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,41f1a803-090e-41e3-bc6e-b09c305b492b,4a8dda08-0727-42ff-ba90-aa225d7651e8,3,2500.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T11:40:05.633241+00:00,2025-11-15T11:40:05.633241+00:00
ba89bbfa-9b44-464a-9fb4-3c8698c3bd0b,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,757afa7a-7d8d-4436-beda-067661eb6749,753ee8b7-ee69-453e-b782-a671c962efc5,3,3000.000000,6f2d0771-90ed-4af5-87d8-e7963beb1418,False,2025-11-15T12:09:25.334432+00:00,2025-11-15T12:09:25.334432+00:00
