id,organization_id,item_id,batch_number,supplier_id,received_date,expiration_date,purchase_price,facturation_price,quantity,last_checked,last_maintainer_id,is_active,created,modified
c8893361-23a1-4cf9-a335-f2d2568f929c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0c158fc8-1c23-4ee7-af7f-a27009ccb3ac,B724459,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,72,2025-11-13T05:03:16.812715+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.812721+00:00,2025-11-13T05:03:16.812721+00:00
f406edca-c2ca-4074-8bf0-0a0d239c1a50,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,cd7ed1b9-9ddc-4d8d-af23-34b0440a3152,B968529,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,72,2025-11-13T05:03:16.812751+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.812756+00:00,2025-11-13T05:03:16.812756+00:00
1f7590f7-5c5e-4432-9824-c39952398910,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,b105c035-0b41-4068-85b4-63370d065b37,B277743,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,36,2025-11-13T05:03:16.812785+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.812791+00:00,2025-11-13T05:03:16.812791+00:00
79778ea0-a485-44b7-b23b-0b88f93d4b14,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,1c2be2cc-014c-4f25-9ae4-e6594e476d4a,B534374,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,42,2025-11-13T05:03:16.812820+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.812875+00:00,2025-11-13T05:03:16.812875+00:00
f6db0adc-b0e1-484b-a350-4f5904e5e9e7,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,f6f2e800-9b4a-424c-8c86-dc3df00f52fb,B165812,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,93,2025-11-13T05:03:16.812908+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.812914+00:00,2025-11-13T05:03:16.812914+00:00
d51cacda-c67f-43d3-b2c4-07987e633111,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,e2c2a373-c901-4568-b977-ff294af164dd,B631213,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,64,2025-11-13T05:03:16.812943+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.812949+00:00,2025-11-13T05:03:16.812949+00:00
b9f34e32-6b29-4aa2-b0b0-bf04c02ad07f,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,a591598d-6df0-4723-aeb7-1717bf1a1279,B855886,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,68,2025-11-13T05:03:16.812977+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.812983+00:00,2025-11-13T05:03:16.812983+00:00
0e68c530-de23-4a8d-85b0-6c9c21853c74,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,eafa791d-85ec-4467-a49f-c6e4c18659a1,B383981,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,63,2025-11-13T05:03:16.813011+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813017+00:00,2025-11-13T05:03:16.813017+00:00
6d0cd851-4006-48ab-acb4-667449a4ab73,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,15e608a3-8f08-4a4d-8d5a-515dcc83f9d9,B455880,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,24,2025-11-13T05:03:16.813045+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813051+00:00,2025-11-13T05:03:16.813051+00:00
32bee2f7-0203-4be0-b535-c33917ae30f0,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,00694a90-7eb5-4963-9f87-abbd5d2b55be,B120715,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,87,2025-11-13T05:03:16.813080+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813085+00:00,2025-11-13T05:03:16.813085+00:00
fd7151f1-a344-4cd9-894b-28d739b7a11f,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,39dfdbf4-9035-41e7-81de-a437a33aff31,B586345,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,89,2025-11-13T05:03:16.813113+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813119+00:00,2025-11-13T05:03:16.813119+00:00
b2e0d612-f8ca-4ab1-8c9f-e767bb589401,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,27bddc82-2742-4c8c-bb07-9f5e5bf4f95f,B917372,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,88,2025-11-13T05:03:16.813147+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813153+00:00,2025-11-13T05:03:16.813153+00:00
c531f391-2f22-414a-998d-6f1090031251,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,729b92cb-dd2f-48ea-a170-c4046ab5c472,B900287,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,79,2025-11-13T05:03:16.813182+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813188+00:00,2025-11-13T05:03:16.813188+00:00
313cf023-134f-4e49-9ec5-b2374a1d2be8,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,929d94f9-f243-48c8-9453-f17d417d2d5e,B134399,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,25,2025-11-13T05:03:16.813223+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813233+00:00,2025-11-13T05:03:16.813233+00:00
dca635d3-1ebb-4df4-8ead-4951e0843250,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,b5534298-199b-4b61-a420-e3357490b952,B525733,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,26,2025-11-13T05:03:16.813277+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813286+00:00,2025-11-13T05:03:16.813286+00:00
02abf92a-0dd9-483a-aa01-58657c3d9f08,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,9f1d01ff-99fb-47ef-903b-963443755ef8,B487643,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,67,2025-11-13T05:03:16.813345+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813358+00:00,2025-11-13T05:03:16.813358+00:00
632195ed-ce83-45a4-97e8-8208c1b9943c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,664f733b-254d-40ef-beb0-6b1380a1e6e1,B809400,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,27,2025-11-13T05:03:16.813421+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813432+00:00,2025-11-13T05:03:16.813432+00:00
ef2c59ea-65d3-455c-96b1-eea02b1e28ca,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,82d8a53e-c7ae-402c-bac5-5c12818805d8,B628974,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,18,2025-11-13T05:03:16.813485+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813513+00:00,2025-11-13T05:03:16.813513+00:00
acfe76f2-b3f6-4f4e-b91c-8d4b9ff720ab,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,3df3df06-1f63-40cc-83db-0a7be0b92243,B884067,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,78,2025-11-13T05:03:16.813618+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813644+00:00,2025-11-13T05:03:16.813644+00:00
cb9b7bc0-6f5e-4852-81d3-192fe56bf099,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,91c85dd6-c8d8-4648-9ffe-810a8be5ec5c,B102147,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,50,2025-11-13T05:03:16.813685+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813693+00:00,2025-11-13T05:03:16.813693+00:00
03ca498c-444e-4d82-ae88-0b1069042a53,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,cb2fe2ad-5046-4237-b07c-5116564402e0,B423538,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,13,2025-11-13T05:03:16.813784+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813792+00:00,2025-11-13T05:03:16.813792+00:00
6ad79e9a-1af2-4ae6-a8d6-245def253cb7,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,bb7e924a-8e11-444a-8027-0cbca73e1144,B295072,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,71,2025-11-13T05:03:16.813833+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813842+00:00,2025-11-13T05:03:16.813842+00:00
06f5a369-9299-4dae-b6c0-b622e38352e1,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,c4ea79de-2ef7-4cce-9572-66ea7f8d1572,B125672,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,17,2025-11-13T05:03:16.813898+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813926+00:00,2025-11-13T05:03:16.813926+00:00
5819841d-7951-4eed-8265-82ed96be6c60,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,407f13ee-236a-455a-89e3-d124e154480c,B290517,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,98,2025-11-13T05:03:16.813963+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.813969+00:00,2025-11-13T05:03:16.813969+00:00
7e519e3a-d37b-4cbb-ae38-1badf0574505,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,b13709a1-d1a0-481b-b9e4-9469e10ba2b1,B758684,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,99,2025-11-13T05:03:16.814014+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814025+00:00,2025-11-13T05:03:16.814025+00:00
6ac7f3f4-606a-4b81-a021-cf6a957fb1ef,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,0d7910eb-4a94-46d9-8b47-9f3e2923b249,B485146,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,16,2025-11-13T05:03:16.814076+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814088+00:00,2025-11-13T05:03:16.814088+00:00
253bb0ca-4e9a-4043-8180-03b8a2c0e82c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,76e4c254-36c3-40a1-8ae6-3e0cb7d6fcdd,B255703,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,75,2025-11-13T05:03:16.814160+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814191+00:00,2025-11-13T05:03:16.814191+00:00
8c61e147-b569-4740-bd44-baa61233302d,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,57a6c7dd-8653-43bd-8d19-b6514d1d50ec,B479269,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,27,2025-11-13T05:03:16.814268+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814281+00:00,2025-11-13T05:03:16.814281+00:00
00c65e07-a5fb-44a7-a2bf-abfbbfda97b5,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,44d62c99-a0e8-4b6e-855f-66bce4279048,B738963,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,45,2025-11-13T05:03:16.814370+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814399+00:00,2025-11-13T05:03:16.814399+00:00
ebab91a3-68f2-4006-89d8-840c94b82ace,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,cc828192-c061-4d10-becb-4c53832f5393,B271224,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,36,2025-11-13T05:03:16.814508+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814534+00:00,2025-11-13T05:03:16.814534+00:00
309eeedf-9335-4173-ba01-da37281bdf1e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,6337440c-4762-435b-af7a-6fd13f17bca0,B814010,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,73,2025-11-13T05:03:16.814656+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814668+00:00,2025-11-13T05:03:16.814668+00:00
f3da64e4-445a-4847-8cce-b200b7c7459d,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,a1a02b31-3770-49db-8cfd-133bc1db7e6b,B185048,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,96,2025-11-13T05:03:16.814756+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814772+00:00,2025-11-13T05:03:16.814772+00:00
efc7c897-c8a3-454e-ab56-c686da02a598,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,1fd3b093-a435-4a38-b7a4-3d6ef3b4a041,B251433,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,51,2025-11-13T05:03:16.814868+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814877+00:00,2025-11-13T05:03:16.814877+00:00
c2b3bb48-ab7b-458c-accf-a4b2d211328c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,81cea947-ff6c-43af-98ed-43be03b37fc9,B592815,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,100,2025-11-13T05:03:16.814915+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814922+00:00,2025-11-13T05:03:16.814922+00:00
6359b6d5-5268-4804-9188-48c9df1fd4d2,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,a547f147-1231-4e31-9a49-ecc2e9f8959e,B215536,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,100,2025-11-13T05:03:16.814958+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.814965+00:00,2025-11-13T05:03:16.814965+00:00
561b2c32-c7f5-4604-b928-1f437b928d2b,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,cb881335-6bbb-4c17-9266-62638ef3f86e,B820091,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,29,2025-11-13T05:03:16.815013+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815019+00:00,2025-11-13T05:03:16.815019+00:00
4762a8ff-a065-4a6a-8b5d-949250a5aee6,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,da602988-1dda-425d-adb1-914afa2915d0,B374666,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,26,2025-11-13T05:03:16.815050+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815056+00:00,2025-11-13T05:03:16.815056+00:00
9cc53696-ff8e-416f-817f-ea80554e09e6,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,a78ac41e-3854-4419-a82c-1794baec0382,B331380,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,87,2025-11-13T05:03:16.815086+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815092+00:00,2025-11-13T05:03:16.815092+00:00
eb74649d-e2c5-4527-bccf-692693ee7405,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,92569650-e56d-4b8d-9138-117cb50937d2,B372148,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,33,2025-11-13T05:03:16.815145+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815152+00:00,2025-11-13T05:03:16.815152+00:00
6c7fb949-2d5d-4928-bf44-079e5efa7cbb,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,7a05b73a-415a-40a3-b49a-f92519093961,B802767,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,80,2025-11-13T05:03:16.815188+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815195+00:00,2025-11-13T05:03:16.815195+00:00
c483d335-1a00-4362-8ff6-cef1439e230e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,e4e98565-1b7d-471f-a11d-595284b29628,B252118,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,73,2025-11-13T05:03:16.815230+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815252+00:00,2025-11-13T05:03:16.815252+00:00
f8822b20-3409-4b8a-a60d-b4757361ed59,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,07c1812c-a825-4160-8c66-2068fa77554e,B778403,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,20,2025-11-13T05:03:16.815283+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815289+00:00,2025-11-13T05:03:16.815289+00:00
6b2e459d-6b5c-4178-8405-861f0733fee0,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,60bfb849-26e7-4e06-bd9c-9983ef28809e,B936244,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,17,2025-11-13T05:03:16.815320+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815326+00:00,2025-11-13T05:03:16.815326+00:00
77c3433a-e9f9-46b0-9d7e-32177ef0e758,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,7efbadf5-0be9-494b-9fa3-287a08618ec9,B760551,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,86,2025-11-13T05:03:16.815378+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815385+00:00,2025-11-13T05:03:16.815385+00:00
eada9206-1432-4034-b914-028e3001de5c,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,3d78848a-3172-495d-b33b-26cd97f0b10b,B173549,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,12,2025-11-13T05:03:16.815419+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815425+00:00,2025-11-13T05:03:16.815425+00:00
261f504d-fc55-423d-a3be-f5d5f294f69b,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,faebed50-144f-414d-8af5-75417c35a516,B475255,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,74,2025-11-13T05:03:16.815459+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815465+00:00,2025-11-13T05:03:16.815465+00:00
1bf6be94-a4e1-42b1-8e96-533e993e853f,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,50118c8f-7021-43b0-99a3-133667c74438,B984523,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,17,2025-11-13T05:03:16.815499+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815506+00:00,2025-11-13T05:03:16.815506+00:00
307ba95a-ce09-4d30-8cb6-74ea24ca866a,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,9f0c81cc-7da4-43d7-aeed-84e351ec7da9,B332057,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,84,2025-11-13T05:03:16.815539+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815546+00:00,2025-11-13T05:03:16.815546+00:00
e4a0c009-99f3-4271-bd50-f24c38bb197e,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,616d2f21-2e79-4d31-8fef-9a4093940fe5,B791936,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,27,2025-11-13T05:03:16.815616+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815639+00:00,2025-11-13T05:03:16.815639+00:00
a0b0e13f-3e36-4a73-a84f-4edf099290bb,69393ba2-3fbd-4ca8-a2d8-2e75ff14093d,3f4f76c4-003d-42a7-abd7-4dd1d32f244c,B465109,471b5c28-79c6-40a5-8263-e25cc93018b2,2025-11-13,2026-11-13,1000.0000,1300.0000,13,2025-11-13T05:03:16.815674+00:00,67850cba-d479-4f5d-9b33-95cd09918574,True,2025-11-13T05:03:16.815680+00:00,2025-11-13T05:03:16.815680+00:00
